秒开央视区,#genre#
CCTV-2,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227696/index.m3u8
CCTV-2,http://111.20.33.93/TVOD/88888893/224/3221226195/index.m3u8
CCTV-3,http://111.40.196.29/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://223.110.243.154/ott.js.chinamobile.com/PLTV-/3/224/3221227650/index.m3u8
CCTV-3,http://183.207.249.14/PLTV/3/224/3221225588/index.m3u8
CCTV-3,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226397/1.m3u8
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV-3,http://39.135.138.59:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://39.134.116.30:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://111.63.117.13:6060/030000001000/CCTV-3/CCTV-3.m3u8
CCTV-3,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225647/index.m3u8
CCTV-3,http://39.135.138.59:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8codeyj
CCTV-3,http://183.207.249.9/PLTV/3/224/3221225588/1.m3u8
CCTV-3,http://39.134.116.30:8080/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://223.110.245.136/PLTV/1/224/3221227546/index.m3u8
CCTV-3,http://39.134.115.163:8080/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://223.110.243.134/ott.js.chinamobile.com/PLTV/3/224/3221227481/index.m3u8
CCTV-3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3,http://39.134.19.28/PLTV/88888888/224/3221226023/index.m3u8
CCTV-3,http://39.134.19.57/PLTV/88888888/224/3221226023/index.m3u8
CCTV-3,http://39.135.138.58:18890/PLTV/88888910/224/3221225634/index.m3u8
CCTV-3,http://39.135.138.58:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://111.40.196.9/PLTV/88888888/224/3221225588/index.m3u8
CCTV-3,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240259_1/playlist.m3u8?CONTENTID=00000110240259_1
CCTV-3,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240245_1/playlist.m3u8?CONTENTID=00000110240245_1
CCTV-3,http://122.96.52.28/gitv_live/CCTV-3/CCTV-3.m3u8?p=GITV&area=SHJD
CCTV-3,http://223.110.235.38/ott.js.chinamobile.com/PLTV/3/224/3221228174/index.m3u8
CCTV-3,http://223.110.235.20/ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8
CCTV-3,http://223.110.236.6/ott.js.chinamobile.com/PLTV/3/224/3221227481/index.m3u8
CCTV-3,http://223.110.235.6/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV-3,http://223.110.235.14/ott.js.chinamobile.com/PLTV/3/224/3221227623/index.m3u8
CCTV-3,http://223.110.235.38/ott.js.chinamobile.com/PLTV/3/224/3221228188/index.m3u8
CCTV-3,http://183.207.249.174/ott.js.chinamobile.com/PLTV/3/224/3221227546/index.m3u8
CCTV-3,http://223.110.235.24/ott.js.chinamobile.com/PLTV/3/224/3221228126/index.m3u8
CCTV-3,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227623/index.m3u8
CCTV-3,http://39.134.67.226/PLTV/88888888/224/3221225799/index.m3u8
CCTV-3,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227641/index.m3u8
CCTV-3,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227424/index.m3u8
CCTV-3,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225611/index.m3u8
CCTV-3,http://117.148.179.183/PLTV/88888888/224/3221231682/index.m3u8
CCTV-3,http://117.148.179.140/PLTV/88888888/224/3221231528/index.m3u8
CCTV-3,http://39.135.138.60:18890/TVOD/88888910/224/3221225634/index.m3u8
CCTV-3,http://39.135.138.60:18890/TVOD/88888910/224/3221225647/index.m3u8
CCTV-3,http://117.148.179.183/TVOD/88888888/224/3221231682/index.m3u8
CCTV-3,http://117.148.179.140/TVOD/88888888/224/3221231528/index.m3u8
CCTV-3,http://ott.js.chinamobile.com/PLTV/3/224/3221225588/index.m3u8
CCTV-3,http://ott.js.chinamobile.com/PLTV/3/224/3221227623/index.m3u8
CCTV-3,http://111.20.33.93/TVOD/88888893/224/3221226397/index.m3u8
CCTV-3,http://39.135.138.60:18890/PLTV/88888910/224/3221225647/index.m3u8
CCTV-3,http://223.110.243.154/ott.js.chinamobile.com/PLTV/3/224/3221227650/index.m3u8
CCTV-3,http://hbxx.chinashadt.com:3299/live/stream:di2.stream_360p/playlist.m3u8
CCTV-4,http://39.134.115.163:8080/PLTV-/88888910/224/3221225621/index.m3u8
CCTV-4,http://39.135.138.60:18890/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225621/index.m3u8
CCTV-4,http://39.135.138.58:18890/PLTV/88888910/224/3221225621/index.m3u8codeyj
CCTV-4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://ott.js.chinamobile.com/PLTV/3/224/3221227549/index.m3u8
CCTV-4,http://39.134.115.163:8080/PLTV/88888910/224/3221225621/index.m3u8?icpid=88888888&from=30&hms_devid=1452
CCTV-4,http://39.134.116.30:8080/PLTV/88888910/224/3221225621/index.m3u8
CCTV-4,http://223.110.243.140/ott.js.chinamobile.com/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://111.40.196.9/PLTV/88888888/224/3221225490/index.m3u8
CCTV-4,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240005_1/playlist.m3u8?CONTENTID=00000110240005_1
CCTV-4,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240316_1/playlist.m3u8?CONTENTID=00000110240316_1
CCTV-4,http://223.110.235.35/ott.js.chinamobile.com/PLTV/3/224/3221228142/index.m3u8
CCTV-4,http://223.110.245.165/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV-4,http://223.110.235.35/ott.js.chinamobile.com/PLTV/3/224/3221228156/index.m3u8
CCTV-4,http://223.110.236.24/ott.js.chinamobile.com/PLTV/3/224/3221227549/index.m3u8
CCTV-4,http://223.110.236.16/ott.js.chinamobile.com/PLTV/3/224/3221228091/index.m3u8
CCTV-4,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227549/index.m3u8
CCTV-4,http://223.110.245.164/ott.js.chinamobile.com/PLTV/3/224/3221227658/index.m3u8
CCTV-4,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225610/index.m3u8
CCTV-4,http://117.148.179.182/PLTV/88888888/224/3221231726/index.m3u8
CCTV-4,http://117.148.179.162/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4,http://ott.js.chinamobile.com/TVOD/3/224/3221228091/index.m3u8
CCTV-4,http://39.135.138.60:18890/TVOD/88888910/224/3221225621/index.m3u8
CCTV-4,http://117.148.179.182/TVOD/88888888/224/3221231726/index.m3u8
CCTV-4,http://117.148.179.162/TVOD/88888888/224/3221231615/index.m3u8
CCTV-4,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228091/index.m3u8
CCTV-4,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221227549/index.m3u8
CCTV-4,http://39.135.138.58:18890/PLTV/88888888/224/3221225621/index.m3u8
CCTV-4,http://117.148.129.68/PLTV/88888888/224/3221231615/index.m3u8
CCTV-4,http://39.135.34.150:8080/000000001000/1000000002000031664/1.m3u8?xtkg
CCTV-4,http://39.135.34.150:8080/000000001000/1000000001000004794/1.m3u8?xtkg
CCTV-4,http://183.207.249.11/PLTV/3/224/3221225534/index.m3u8
CCTV-4,http://111.20.33.93/TVOD/88888893/224/3221226191/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV-/4/224/3221227686/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225753/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225751/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225752/index.m3u8
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225756/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225754/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225752/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225751/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225755/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225756/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225755/index.m3u8
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225755/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225756/index.m3u8
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225754/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225754/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225752/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225753/index.m3u8
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225751/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225751/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225755/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225754/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225753/index.m3u8
CCTV-5,http://39.134.115.163:8080/PLTV/88888910/224/3221225648/index.m3u8
CCTV-5,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5,http://39.134.115.163:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://39.134.116.30:8080/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://223.110.245.145/ott.js.chinamobile.com/PLTV/3/224/3221227166/index.m3u8
CCTV-5,http://223.110.245.173/PLTV/4/224/3221227298/1.m3u8
CCTV-5,http://39.134.18.69/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226395/1.m3u8
CCTV-5,http://223.110.243.172/PLTV/3/224/3221227166/index.m3u8
CCTV-5,http://223.110.243.134/ott.js.chinamobile.com/PLTV/3/224/3221227466/index.m3u8
CCTV-5,http://39.134.19.28/PLTV/88888888/224/3221226025/index.m3u8
CCTV-5,http://223.110.245.172:80/PLTV/4/224/3221227298/index.m3u8?UserName=18851042983&MAC=8C:6D:50:4C:91:52&OTTUserToken=188510429838C:6D:50:4C:91:52&accountinfo=yvxefADiHI1MXW5gaIZO5hiIlKSLiJtBXQdhumM1dH2IsIJmP1UxBAq03L3WxNlzfOIX59FPdAado7h9s5ZUS0%2BwWipdMTdAB
CCTV-5,http://223.110.243.136/PLTV/4/224/3221227537/index.m3u8
CCTV-5,http://39.134.19.57/PLTV/88888888/224/3221226025/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://111.63.117.13:6060/030000001000/CCTV-5/CCTV-5.m3u8
CCTV-5,http://39.135.138.58:18890/PLTV/88888910/224/3221225633/index.m3u8codeyj
CCTV-5,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225633/index.m3u8
CCTV-5,http://111.40.196.9/PLTV/88888888/224/3221225745/index.m3u8
CCTV-5,http://39.134.66.110/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5,http://111.40.196.9/PLTV/88888888/224/3221225733/index.m3u8
CCTV-5,http://111.40.196.9/PLTV/88888888/224/3221225559/index.m3u8
CCTV-5,http://111.40.196.9/PLTV/88888888/224/3221225550/index.m3u8
CCTV-5,http://223.110.243.141/ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV-5,http://111.40.196.9/PLTV/88888888/224/3221225668/index.m3u8
CCTV-5,http://180.153.99.176/keonline.shanghai.liveplay.qq.com/live/program/live/CCTV-5/2300000/mnf.m3u8
CCTV-5,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240260_1/playlist.m3u8?CONTENTID=00000110240260_1
CCTV-5,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240246_1/playlist.m3u8?CONTENTID=00000110240246_1
CCTV-5,http://122.96.52.28/gitv_live/CCTV-5/CCTV-5.m3u8?p=GITV&area=SHJD
CCTV-5,http://39.135.138.60:18890/PLTV/88888910/224/3221225633/index.m3u8
CCTV-5,http://39.135.32.24:6610/000000001000/1000000001000004794/index.m3u8?i
CCTV-5,http://223.110.235.32/ott.js.chinamobile.com/PLTV/3/224/3221227478/index.m3u8
CCTV-5,http://223.110.235.22/ott.js.chinamobile.com/PLTV/3/224/3221227452/index.m3u8
CCTV-5,http://223.110.235.36/ott.js.chinamobile.com/PLTV/3/224/3221227640/index.m3u8
CCTV-5,http://223.110.235.37/ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV-5,http://223.110.236.59/ott.js.chinamobile.com/PLTV/3/224/3221228082/index.m3u8
CCTV-5,http://223.110.236.5/ott.js.chinamobile.com/PLTV/3/224/3221228173/index.m3u8
CCTV-5,http://223.110.235.16/ott.js.chinamobile.com/PLTV/3/224/3221228179/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227466/index.m3u8
CCTV-5,http://223.110.243.173/PLTV/3/224/3221227466/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227617/index.m3u8
CCTV-5,http://39.134.66.66/PLTV/88888888/224/3221225620/index.m3u8
CCTV-5,http://39.134.67.226/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227640/index.m3u8
CCTV-5,http://223.110.243.173/PLTV/3/224/3221227166/index.m3u8
CCTV-5,http://223.110.243.172/PLTV/3/224/3221227466/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227537/index.m3u8
CCTV-5,http://223.110.246.70/ott.js.chinamobile.com/PLTV/4/224/3221227686/index.m3u8
CCTV-5,http://129.226.106.4/zycfcdn.gdwlcloud.com/PLTV/88888888/224/3221225489/index.m3u8
CCTV-5,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8
CCTV-5,http://39.135.138.59:18890/PLTV/88888910/224/3221225648/index.m3u8
CCTV-5,http://223.110.245.145/ott.js.chinamobile.com/TVOD/3/224/3221227166/index.m3u8
CCTV-5,http://39.135.138.60:18890/TVOD/88888910/224/3221225633/index.m3u8
CCTV-5,http://39.134.71.75/ott.js.chinamobile.com/TVOD/3/224/3221228179/index.m3u8
CCTV-5,http://ott.js.chinamobile.com/PLTV/3/224/3221227478/index.m3u8
CCTV-5,http://ott.js.chinamobile.com/PLTV/3/224/3221227640/index.m3u8
CCTV-5,http://ott.js.chinamobile.com/PLTV/3/224/3221227661/index.m3u8
CCTV-5,http://223.110.245.139:80/PLTV/4/224/3221227298/index.m3u8
CCTV-5,http://223.110.245.136/PLTV/3/224/3221227166/index.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV-/88888910/224/3221225649/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://39.134.65.208/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://39.134.65.2:80/wh7f454c46tw1753176804_334703569/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8?icpid=88888888&RTS=1554599525&from=1&hms_devid=11
CCTV-5+,http://39.134.65.162/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://39.134.66.66/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+,http://ottrrs.hl.chinamobile.com:80/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+,http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV-5+,http://223.110.245.142/ott.js.chinamobile.com/PLTV/3/224/3221227685/index.m3u8
CCTV-5+,http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8
CCTV-5+,http://39.135.138.58:18890/PLTV/88888910/224/3221225649/index.m3u8
CCTV-5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8
CCTV-5+,http://39.134.115.163:8080/PLTV/88888910/224/3221225706/ndex.m3u8
